鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
北區,建物,臺南市北區臨安路二段241~270號,0.0,住,,,1061025,土地0建物1車位1,十一層,23,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0890406,126.21,4,2,2,有,有,有,30000,238,坡道平面,0.0,0,,RPQPMLMLJIMFFAD77CC
安平區,建物,臺南市安平區世平一街8巷31~60號,0.0,住,,,1061022,土地0建物1車位1,全,4,透天厝,住家用,見其他登記事項,1021213,196.35,4,2,5,有,無,無,10000,51,一樓平面,0.0,0,,RPRPMLMLJIMFFAD87CC
永康區,土地,正強段1021~1050地號,0.0,住,,,1061110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,8500,0,,0.0,0,,RPSPMLMLJIMFFKD98CC
仁德區,建物,臺南市仁德區後壁里德洋一街1~30號,0.0,住,,,1061108,土地0建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,1030314,45.91,0,1,1,有,無,無,12000,261,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊,RPUNMLMLJIMFFID78CC
善化區,房地(土地+建物),臺南市善化區光華路128巷1~30號,15.78,住,,,1061121,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830625,57.78,2,1,1,有,有,有,8200,142,,0.0,0,整層出租  含管理費9000,RPTNMLMLJIMFFHD58CC
永康區,建物,臺南市永康區埔園里八德街27巷31~60號,0.0,住,,,1061121,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0950306,195.72,3,2,4,有,無,有,20000,102,,0.0,0,,RPSNMLNLJIMFFKD88CC
北區,建物,臺南市北區小東路299巷9弄1~30號,0.0,住,,,1061122,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710224,72.67,3,1,2,有,無,無,10000,138,,0.0,0,,RPPOMLNLJIMFFAD67CC
中西區,建物,臺南市中西區五妃街241~270號,0.0,住,,,1061023,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0931203,82.57,2,1,1,有,有,有,14000,170,,0.0,0,,RPXPMLNLJIMFFAD58CC
中西區,建物,臺南市中西區頂美一街1~30號,0.0,,,,1061028,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661202,34.37,1,0,1,有,有,有,7500,218,,0.0,0,,RPUNMLOLJIMFFAD18CC
安平區,建物,臺南市安平區平通路31~60號,0.0,,,,1061030,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0791108,233.96,5,2,4,有,無,有,23000,98,,0.0,0,,RPXNMLOLJIMFFAD48CC
中西區,建物,臺南市中西區健康路一段390巷31~60號,0.0,,,,1061030,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0721210,160.29999999999998,3,1,2,有,無,有,15000,94,,0.0,0,,RPQOMLOLJIMFFAD87CC
中西區,建物,臺南市中西區民權路三段181~210號,0.0,,,,1061030,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850911,36.7,1,0,1,有,有,有,5000,136,,0.0,0,,RPROMLOLJIMFFAD97CC
安平區,建物,臺南市安平區文平路301~330號,0.0,,,,1061031,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060307,145.99,3,2,2,有,有,有,28000,192,,0.0,0,,RPSOMLOLJIMFFAD08CC
安平區,建物,臺南市安平區健康路三段331~360號,0.0,,,,1061104,土地0建物1車位0,十一層,20,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060124,152.59,3,2,2,有,有,無,18500,121,,0.0,0,,RPUOMLOLJIMFFAD28CC
安平區,建物,臺南市安平區建平七街751~780號,0.0,,,,1061107,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0830222,23.14,1,0,1,有,無,有,5000,216,,0.0,0,,RPVOMLOLJIMFFAD38CC
中西區,建物,臺南市中西區健康路一段301~330號,0.0,,,,1061108,土地0建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,0950519,129.42,1,2,1,有,無,無,38000,294,,0.0,0,,RPXOMLOLJIMFFAD58CC
南區,建物,臺南市南區美南街91~120號,0.0,,,,1061109,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土構造,0840302,182.47,2,2,3,有,有,無,12000,66,,0.0,0,1.租賃契約書無填寫土地租賃面積2.由所有權人提供租屋資訊3.承租方承租一至三樓,RPTOMLOLJIMFFCD38CC
南區,建物,臺南市南區三官路1~30號,0.0,,,,1061110,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0700515,275.71,6,3,5,有,無,有,30000,109,,0.0,0,,RPUOMLOLJIMFFCD48CC
永康區,建物,臺南市永康區大橋里中華路619巷31~60號,0.0,,,,1061103,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781030,132.23,4,1,3,有,有,有,9500,72,,0.0,0,,RPTOMLOLJIMFFKD56CC
北區,房地(土地+建物),臺南市北區中華北路一段361~390號,80.9,住,,,1061123,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0840615,274.33,5,2,5,有,無,無,28000,102,,0.0,0,,RPTNMLPLJIMFFAD18CC
東區,房地(土地+建物),臺南市東區裕農三街211~240號,79.75,其他,,,1061125,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0880302,185.52,4,3,4,有,無,無,38000,205,,0.0,0,,RPPNMLQLJIMFFCD08CC
永康區,房地(土地+建物)+車位,臺南市永康區東橋三路121~150號,16.81,住,,,1061113,土地1建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050512,161.25,3,2,2,有,無,有,30000,186,坡道平面,0.0,0,,RPUPMLRLJIMFFKD07CC
歸仁區,建物,臺南市歸仁區新厝里中正南路一段153巷1~30號,0.0,,,,1061120,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0670816,102.1,3,1,2,有,無,無,13000,127,,0.0,0,1.租賃契約書無填寫土地租賃面積2.由所有權人提供租屋資訊,RPUNMLSLJIMFFID76CC
東區,建物,臺南市東區裕農路621巷61~90號,0.0,住,,,1061124,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0700317,98.1,4,1,3,有,無,無,12000,122,,0.0,0,,RPQNMLSLJIMFFCD38CC
南區,建物,臺南市南區新興路183巷16弄1~30號,0.0,,,,1061114,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,加強磚造,0591024,59.5,2,1,1,有,無,有,12000,202,,0.0,0,,RPUNMLSLJIMFFCD78CC
南區,建物,臺南市南區新興路183巷16弄1~30號,0.0,,,,1061118,土地0建物1車位0,二層,2,公寓(5樓含以下無電梯),住家用,加強磚造,0591024,59.5,2,1,1,有,無,有,12000,202,,0.0,0,,RPVNMLSLJIMFFCD88CC
東區,建物,臺南市東區大同路二段45巷1~30號,0.0,,,,1061119,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0620108,157.18,5,2,2,有,無,無,25000,159,,0.0,0,,RPOOMLSLJIMFFCD28CC
東區,建物,臺南市東區長榮路二段91~120號,0.0,,,,1061121,土地0建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,0751030,428.99,12,1,6,有,無,無,40000,93,,0.0,0,,RPTOMLSLJIMFFCD78CC
東區,建物,臺南市東區大同路一段91~120號,0.0,,,,1061123,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土構造,0720305,29.75,1,0,1,有,無,有,5500,185,,0.0,0,1.租賃契約書無填寫土地租賃面積2.由所有權人提供租屋資訊3.承租方承租二樓後面的套房,RPVOMLSLJIMFFCD98CC
中西區,建物,臺南市中西區府連路1~30號,0.0,,,,1061115,土地0建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0741119,66.11,0,1,1,有,無,無,16000,242,,0.0,0,,RPPOMLSLJIMFFAD18CC
安平區,建物,臺南市安平區健康路三段331~360號,0.0,,,,1061117,土地0建物1車位0,八層,26,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060124,84.03999999999999,2,1,1,有,有,有,15000,178,,0.0,0,,RPROMLSLJIMFFAD38CC
中西區,建物,臺南市中西區忠義路二段202巷1~30號,0.0,,,,1061119,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780314,99.84,2,1,1,有,有,有,11000,110,,0.0,0,,RPTOMLSLJIMFFAD58CC
安平區,建物,臺南市安平區建平六街90巷1~30號,0.0,,,,1061120,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0790426,194.5,6,1,6,有,無,有,24000,123,,0.0,0,,RPUOMLSLJIMFFAD68CC
中西區,建物,臺南市中西區中山路82巷1~30號,0.0,,,,1061122,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0670216,183.45,6,2,4,有,無,無,16000,87,,0.0,0,,RPXOMLSLJIMFFAD98CC
安平區,建物,臺南市安平區育平路31~60號,0.0,,,,1061124,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1021125,122.42,1,1,1,有,有,有,20000,163,,0.0,0,,RPQPMLSLJIMFFAD38CC
安平區,建物,臺南市安平區育平路211~240號,0.0,住,,,1061118,土地0建物1車位0,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,47.91,1,1,1,有,有,有,8000,167,,0.0,0,,RPROMLTLJIMFFAD48CC
北區,建物,臺南市北區長榮路五段41巷1~30號,0.0,住,,,1061031,土地0建物1車位1,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0920916,168.82999999999998,3,2,2,有,有,無,12000,71,坡道平面,0.0,0,,RPSOMLTLJIMFFAD58CC
北區,建物,臺南市北區北忠街16巷33弄1~30號,0.0,商,,,1061119,土地0建物1車位0,全,1,透天厝,住家用,磚造,,46.0,2,1,1,有,無,無,9000,196,,0.0,0,,RPTOMLTLJIMFFAD68CC
安平區,建物,臺南市安平區平豐路121~150號,0.0,住,,,1061104,土地0建物1車位1,八層,27,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050604,116.69999999999999,2,1,2,有,有,有,22000,189,坡道平面,0.0,0,,RPXOMLTLJIMFFAD09CC
北區,土地,自強段1741~1770地號,97.0,商,,,1061125,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,3000,31,,0.0,0,,RPUPMLTLJIMFFAD88CC
東區,建物,臺南市東區崇德路333巷23弄1~30號,0.0,住,,,1061102,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0711029,88.25,3,1,1,有,無,無,10000,113,,0.0,0,,RPWPMLTLJIMFFCD66CC
東區,建物,臺南市東區衛國街1~30號,0.0,商,,,1061101,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0601201,65.74,4,1,3,有,無,無,10000,152,,0.0,0,,RPTQMLTLJIMFFCD09CC
仁德區,建物,臺南市仁德區中正路二段1205巷1~30號,0.0,住,,,1061103,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830225,124.41,3,2,2,有,有,有,11000,88,,0.0,0,1.租賃契約書無填寫土地租賃面積。2.由所有權人提供租屋資訊。,RPWNMLTLJIMFFID07CC
歸仁區,房地(土地+建物),臺南市歸仁區中山路一段31~60號,5938.0,,一般農業區,丁種建築用地,1061128,土地4建物1車位0,一層,4,廠辦,工業用,見其他登記事項,0971212,2143.78,0,0,0,無,無,無,250000,117,,0.0,0,租賃層次為1+2樓。,RPOOMLTLJIMFFID98CC
仁德區,建物,臺南市仁德區中正路二段1205巷1~30號,0.0,住,,,1061103,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830225,124.41,3,2,2,有,有,有,11000,88,,0.0,0,1.租賃契約書無填寫土地租賃面積。2.由所有權人提供租屋資訊。,RPPOMLTLJIMFFID09CC
永康區,建物,臺南市永康區東橋五路91~120號,0.0,商,,,1061126,土地0建物1車位0,二十三層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1051026,110.1,2,1,2,有,有,無,19000,173,,0.0,0,1.合約書無填具土地租賃面積2.由所有權人提供出租資訊3.租金已包含車位,RPUNMLTLJIMFFKD07CC
永康區,建物,臺南市永康區大橋一街31~60號,0.0,住,,,1061128,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,35.99,1,1,1,有,有,有,9000,250,,0.0,0,1.合約書無填具土地租賃面積2.由所有權人提供出租資訊3.租金已包含車位,RPXNMLTLJIMFFKD37CC
永康區,建物,臺南市永康區南工街267巷31~60號,0.0,住,,,1061128,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860926,81.78,3,1,2,有,有,有,13500,165,,0.0,0,,RPOOMLTLJIMFFKD56CC
永康區,房地(土地+建物),臺南市永康區小東路661~690號,22.23,住,,,1061120,土地1建物1車位0,十層,22,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0810519,277.92,2,1,0,有,有,無,28000,101,,0.0,0,,RPTOMLTLJIMFFKD07CC
永康區,建物,臺南市永康區西勢里廣興街38巷1~30號,0.0,住,,,1061128,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土構造,0820513,151.6,5,2,3,有,無,有,15000,99,,0.0,0,,RPRNMLKMJIMFFKD58CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,3.81,其他,,,1061103,土地1建物1車位0,六層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0970229,43.379999999999995,1,0,1,有,有,有,10000,231,,0.0,0,租金含管理費、第四台及網路。,RPQOMLKMJIMFFCD77CC
東區,房地(土地+建物),臺南市東區長榮路一段241~270號,6.49,商,,,1061103,土地2建物1車位0,十二層,12,辦公商業大樓,商業用,鋼筋混凝土造,0821216,53.12,0,0,0,無,無,無,10000,188,,0.0,0,,RPVOMLKMJIMFFCD28CC
安平區,建物,臺南市安平區慶平路511~540號,0.0,商,,,1061129,土地0建物1車位0,十五層,24,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880211,85.85,3,2,2,有,無,有,11000,128,,0.0,0,,RPSNMLKMJIMFFAD67CC
安平區,建物,臺南市安平區建平一街202巷31~60號,0.0,住,,,1061128,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800612,145.32999999999998,3,2,2,有,無,有,12500,86,,0.0,0,,RPTNMLKMJIMFFAD77CC
安平區,房地(土地+建物),臺南市安平區華平路21巷32弄1~30號,21.23,住,,,1061105,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820227,65.13,3,2,3,有,有,有,13500,207,,0.0,0,,RPXPMLKMJIMFFAD38CC
中西區,房地(土地+建物),臺南市中西區西門路二段61~90號,84.16,商,,,1061130,土地1建物1車位0,全,2,透天厝,住商用,磚造,0220101,106.82,0,0,0,無,無,有,24000,225,,0.0,0,,RPRNMLLJKIMFFAD47CC
永康區,建物,臺南市永康區南工街247巷64弄1~30號,0.0,住,,,1061125,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830910,137.63,2,1,2,有,有,無,8500,62,,0.0,0,,RPSNMLLJKIMFFKD58CC
北區,房地(土地+建物),臺南市北區和緯路二段151~180號,128.94,住,,,1061127,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土構造,0720127,341.34,6,2,3,有,無,無,48000,141,,0.0,0,,RPPNMLNJKIMFFAD47CC
東區,房地(土地+建物),臺南市東區中華東路二段151~180號,4.44,其他,,,1061107,土地1建物1車位0,十一層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,46.86,1,1,1,有,有,有,9000,192,,0.0,0,租金含管理費,RPPOMLOJKIMFFCD87CC
東區,建物,臺南市東區榮譽街84巷121~150號,0.0,商,,,1061111,土地0建物1車位0,全,2,透天厝,住家用,磚造,0520101,73.77,3,2,2,有,無,無,8000,108,,0.0,0,,RPROMLOJKIMFFCD08CC
永康區,房地(土地+建物),臺南市永康區復華七街106巷1~30號,0.0,住,,,1061122,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0831006,51.89,2,1,1,有,無,有,8500,164,,0.0,0,,RPPNMLOJKIMFFKD58CC
仁德區,土地,民安段451~480地號,609.08,住,,,1061122,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,74,,0.0,0,,RPUNMLOJKIMFFID88CC
永康區,建物,臺南市永康區勝華街37巷31~60號,0.0,住,,,1061123,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810106,114.72,3,2,2,有,無,有,10000,87,,0.0,0,,RPOOMLPJKIMFFKD68CC
東區,房地(土地+建物),臺南市東區崇學路241~270號,104.0,住,,,1061205,土地2建物1車位0,全,5,透天厝,住商用,鋼筋混凝土構造,0780318,67.68,0,1,1,有,無,無,27500,406,,0.0,0,,RPVNMLPJKIMFFCD48CC
北區,房地(土地+建物),臺南市北區中華北路一段91~120號,325.51,商,,,1061202,土地1建物1車位0,見其他登記事項,1,店面(店鋪),見其他登記事項,見其他登記事項,1030826,95.45,0,0,0,無,無,有,60000,629,,0.0,0,,RPUNMLPJKIMFFAD18CC
北區,房地(土地+建物)+車位,臺南市北區公園北路151~180號,22.65,商,,,1061203,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0951001,132.33,4,2,2,有,有,有,25000,189,坡道平面,29.31,0,,RPUOMLQJKIMFFAD38CC
中西區,建物,臺南市中西區西門路二段391~420號,0.0,商,,,1061124,土地0建物1車位0,見其他登記事項,2,辦公商業大樓,商業用,磚造,,98.12,2,1,1,有,無,無,25000,255,,0.0,0,,RPVOMLQJKIMFFAD48CC
東區,房地(土地+建物),臺南市東區崇學路1~30號,92.49,住,,,1061205,土地1建物1車位0,二層,20,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土構造,0800620,348.6,0,0,0,無,無,無,50000,143,,0.0,0,,RPPPMLQJKIMFFCD18CC
新市區,房地(土地+建物),臺南市新巿區民權路61~90號,86.29,商,,,1061202,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0690616,108.82,2,1,1,有,無,無,18000,165,,0.0,0,,RPWNMLQJKIMFFHD56CC
永康區,房地(土地+建物),臺南市永康區八德街88巷1~30號,117.0,住,,,1061205,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土構造,0841205,249.04,7,3,3,有,無,有,18000,72,,0.0,0,,RPQNMLQJKIMFFKD98DC
安南區,建物,臺南市安南區安中路一段571~600號,342.76,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,130.15,0,0,0,無,無,無,50000,384,,0.0,0,,RPSNMLRJKIMFFBD28CC
安南區,建物,臺南市安南區安中路一段601~630號,342.76,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,131.93,0,0,0,無,無,無,50000,379,,0.0,0,,RPTNMLRJKIMFFBD38CC
安南區,建物,臺南市安南區安中路一段601~630號,342.79,住,,,1061113,土地0建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,1060413,131.93,0,0,0,無,無,無,50000,379,,0.0,0,,RPUNMLRJKIMFFBD48CC
