鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
西區,土地,後子段241~270地號,5.0,住,,,1010928,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,878700,175740,,0.0,0,,RPSNMLTJJIHFFAB37CA
中區,房地(土地+建物),台中市中區民權路151~180號,1.93,商,,,1011004,土地2建物1車位0,二十層,二十八層,套房(1房1廳1衛),住家用,見其他登記事項,0860131,37.39,1,1,1,有,有,780000,20859,,0.0,0,,RPQNMLKKJIHFFAB98CA
中區,房地(土地+建物),台中市中區民權路151~180號,1.93,商,,,1011009,土地2建物1車位0,十九層,二十八層,套房(1房1廳1衛),住家用,見其他登記事項,0860131,37.39,1,1,1,有,有,830000,22196,,0.0,0,,RPRNMLKKJIHFFAB09CA
南區,土地,旱溪段181~210地號,561.0,其他,,,1011016,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18537703,33044,,0.0,0,,RPSPMLMKJIHFFAB96CA
南區,土地,旱溪段181~210地號,107.0,其他,工業區,,1011009,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3006868,28102,,0.0,0,,RPTPMLMKJIHFFAB07CA
南區,房地(土地+建物)+車位,台中市南區南陽街91~120號,12.46,住,,,1011007,土地1建物2車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,214.16,3,2,2,有,有,4350000,20311,坡道平面,0.0,0,,RPTQMLMKJIHFFAB17CA
南區,土地,旱溪段361~390地號,642.8,其他,,,1011009,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,29894472,46507,,0.0,0,,RPXOMLNKJIHFFAB47CA
西區,土地,麻園頭段1~30地號,9.16,商,,,1010904,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2492100,272138,,0.0,0,,RPUOMLQKJIHFFAB47CA
南區,房地(土地+建物)+車位,台中市南區南平一街31~60號,42.56,住,,,1011016,土地1建物1車位2,十一層，十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820709,289.03,4,2,2,有,有,7200000,24911,坡道平面,0.0,0,,RPVOMLQKJIHFFAB57CA
南區,房地(土地+建物)+車位,台中市南區國光路61~90號,15.19,住,,,1011006,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830915,153.32999999999998,3,2,2,有,有,5630000,36719,坡道平面,0.0,0,,RPQNMLRKJIHFFAB07CA
南區,土地,樹子腳段661~690地號,96.0,其他,工業區,,1011012,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2480000,25833,,0.0,0,,RPSNMLRKJIHFFAB27CA
西區,房地(土地+建物)+車位,台中市西區三民路一段31~60號,8.67,住,,,1011015,土地2建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,104.55000000000001,3,2,2,有,有,3280000,31372,坡道機械,0.0,0,,RPRNMLTKJIHFFAB37CA
東區,土地,花園段五小段1~30地號,55.0,住,,,1011019,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5324000,96800,,0.0,0,,RPTQMLKLJIHFFAB07CA
東區,土地,花園段五小段1~30地號,59.0,住,,,1011019,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5711200,96800,,0.0,0,,RPUQMLKLJIHFFAB17CA
西區,房地(土地+建物)+車位,台中市西區忠明南路91~120號,21.83,住,,,1011017,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,238.01999999999998,4,2,2,有,有,14100000,59240,坡道平面,0.0,0,,RPQOMLLLJIHFFAB66CA
西區,房地(土地+建物),台中市西區模範街18巷1~30號,40.08,住,,,1010929,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720623,105.07,3,2,2,有,無,5050000,48063,,0.0,0,,RPVNMLMLJIHFFAB17CA
東區,房地(土地+建物),台中市東區公園東路151~180號,12.33,商,,,1010917,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001130,98.07,1,1,1,有,有,4050000,41297,,0.0,0,,RPOPMLMLJIHFFAB66CA
西區,房地(土地+建物),台中市西區華美街61~90號,84.0,住,,,1010924,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0651209,176.54,5,3,4,有,無,14460000,81908,,0.0,0,,RPRNMLNLJIHFFAB86CA
南區,房地(土地+建物),台中市南區德富路481~510號,54.48,住,,,1010915,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830606,246.63,5,1,2,有,無,5000000,20273,,0.0,0,,RPSNMLNLJIHFFAB96CA
西區,土地,土庫段1~30地號,5.0,其他,,,1011016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,152000,30400,,0.0,0,,RPUNMLQLJIHFFAB47CA
北屯區,房地(土地+建物),台中市北屯區僑孝街32巷31~60號,15.31,商,,,1011009,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800528,77.67,3,2,2,有,有,2200000,28323,,0.0,0,,RPWOMLNJJIHFFBB37CA
北屯區,車位,台中市北屯區文心路四段601~630號,0.0,,,,1011018,土地0建物0車位1,,,住宅大樓(11層含以上有電梯),,,,11.57,0,0,0,有,有,50000,,坡道機械,0.0,50000,機械車位買賣,RPOPMLNJJIHFFBB66CA
北屯區,房地(土地+建物),台中市北屯區文心路四段631~660號,7.49,住,,,1011018,土地1建物1車位0,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860416,105.21,3,2,2,有,有,2450000,23286,,0.0,0,,RPPPMLNJJIHFFBB76CA
北屯區,土地,仁和段481~510地號,34.0,商,,,1010806,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2365550,69575,,0.0,0,,RPPNMLOJJIHFFBB66CA
北區,房地(土地+建物),台中市北區漢口路四段31~60號,4.39,住,,,1011009,土地1建物1車位0,八層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0821211,26.01,1,1,1,有,無,1610000,61899,,0.0,0,,RPQNMLPJJIHFFBB86CA
北屯區,房地(土地+建物),台中市北屯區遼寧路一段31巷31~60號,23.26,住,,,1011010,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730430,90.06,3,2,1,有,無,2000000,22208,,0.0,0,,RPOOMLPJJIHFFBB76CA
北區,房地(土地+建物)+車位,台中市北區太原南二街91~120號,18.2,其他,,,1011017,土地1建物1車位1,一層，二層，騎樓,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0820511,120.68,2,1,1,有,有,4580000,37951,坡道機械,0.0,0,,RPTOMLPJJIHFFBB27CA
北屯區,房地(土地+建物)+車位,台中市北屯區東山路一段211~240號,15.96,住,,,1011018,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810519,143.34,3,2,2,無,有,3500000,24419,坡道機械,13.17,0,,RPWQMLLJJIHFFBB37CA
北屯區,房地(土地+建物),台中市北屯區昌平路二段4巷31~60號,16.3,住,,,1011005,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830426,101.33,3,2,2,有,有,2750000,27139,,0.0,0,,RPRPMLMJJIHFFBB86CA
北區,房地(土地+建物),台中市北區梅川西路四段211~240號,10.26,住,,,1011006,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871106,126.43,3,2,2,有,有,5000000,39547,,0.0,0,,RPSOMLNJJIHFFBB96CA
北屯區,房地(土地+建物),台中市北屯區瀋陽路一段121~150號,10.13,住,,,1011008,土地1建物1車位0,二層，一層,十三層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0830520,98.64,1,1,1,有,有,6080000,61638,,0.0,0,,RPRRMLPJJIHFFBB37CA
北屯區,房地(土地+建物),台中市北屯區梅川東路四段91~120號,4.01,住,,,1011022,土地1建物1車位0,十三層,十七層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831222,28.75,1,0,1,有,有,1250000,43478,,0.0,0,,RPRNMLQJJIHFFBB07CA
北屯區,房地(土地+建物),台中市北屯區崇德六路一段91~120號,21.31,住,,,1011003,土地1建物1車位0,全,十一層,透天厝,住商用,鋼筋混凝土造,0841229,108.19,2,1,2,有,無,5750000,53147,,0.0,0,,RPVNMLQJJIHFFBB47CA
北屯區,房地(土地+建物)+車位,台中市北屯區和順路541~570號,31.2,住,,,1011018,土地1建物2車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791228,162.13,3,2,2,有,有,4700000,28990,坡道機械,0.0,0,,RPWNMLQJJIHFFBB57CA
北屯區,房地(土地+建物),台中市北屯區瀋陽路二段151~180號,8.91,住,,,1011021,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,72.89,1,1,1,有,有,3960000,54326,,0.0,0,,RPUOMLQJJIHFFBB47CA
北屯區,房地(土地+建物)+車位,台中市北屯區陳平一街61~90號,24.08,住,,,1011023,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830217,100.55,3,2,2,有,有,3338000,33197,坡道機械,0.0,0,,RPVPMLRJJIHFFBB77CA
北區,房地(土地+建物),台中市北區賴明里青島路二段1~30號,25.88,住,,,1011001,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740417,90.50999999999999,3,2,2,有,有,2300000,25412,,0.0,0,,RPRRMLRJJIHFFBB57CA
北區,房地(土地+建物),台中市北區華中街1~30號,31.8,住,,,1011004,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700122,106.44,4,2,3,有,無,3860000,36265,,0.0,0,,RPSNMLSJJIHFFBB37CA
北區,房地(土地+建物)+車位,台中市北區賴興里梅川西路四段211~240號,3.44,住,,,1011015,土地1建物1車位1,,,住宅大樓(11層含以上有電梯),,,,28.36,0,0,0,無,有,680000,23977,坡道平面,0.0,0,,RPQQMLTJJIHFFBB57CA
北屯區,房地(土地+建物)+車位,台中市北屯區松竹五路1~30號,17.93,住,,,1011008,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010725,127.27,3,2,2,有,有,7150000,56180,坡道平面,36.66,0,,RPRQMLTJJIHFFBB67CA
北區,房地(土地+建物),台中市北區大雅路220巷1~30號,45.28,住,,,1011006,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0821208,140.3,3,2,2,有,無,3800000,27085,,0.0,0,,RPPUMLTJJIHFFBB87CA
北屯區,土地,錦村段181~210地號,1269.14,其他,,,1011009,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,59671637,47017,,0.0,0,,RPUOMLMKJIHFFBB17CA
北區,土地,乾溝子段1~30地號,71.0,其他,,,1011016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2499200,35200,,0.0,0,,RPVOMLMKJIHFFBB27CA
北屯區,土地,同榮段1321~1350地號,69.26,其他,,,1011016,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1866492,26950,,0.0,0,,RPXOMLMKJIHFFBB47CA
北屯區,房地(土地+建物),台中市北屯區昌平路二段50之6巷1~30號,7.08,商,,,1011021,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801228,51.05,1,0,1,有,有,900000,17629,,0.0,0,,RPSNMLMKJIHFFBB86CA
北屯區,房地(土地+建物),台中市北屯區東光路822巷1~30號,100.0,住,,,1010926,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0810624,221.26,5,2,4,有,無,9000000,40676,,0.0,0,,RPUNMLMKJIHFFBB07CA
北區,房地(土地+建物),台中市北區太原北路1~30號,35.24,住,,,1011003,土地1建物1車位0,一層，二層，騎樓,十四層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0830623,121.16,2,2,2,有,有,6200000,51172,,0.0,0,,RPTQMLMKJIHFFBB27CA
北屯區,土地,北屯段511~540地號,475.0,其他,,,1011018,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16672500,35100,,0.0,0,,RPSPMLNKJIHFFBB17CA
北區,房地(土地+建物),台中市北區山西路二段22巷1~30號,63.0,住,,,1011009,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0730120,99.54,4,2,3,有,無,8300000,83384,,0.0,0,,RPUPMLOKJIHFFBB47CA
北屯區,房地(土地+建物)+車位,台中市北屯區天津路三段31~60號,16.1,住,,,1011009,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,136.87,4,2,2,有,有,5360000,39161,坡道機械,0.0,0,,RPTOMLPKJIHFFBB37CA
北區,土地,錦村段91~120地號,32.0,其他,,,1011009,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,900000,28125,,0.0,0,,RPSOMLRKJIHFFBB47CA
北屯區,土地,水湳段451~480地號,102.0,住,,,1011015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4488000,44000,,0.0,0,,RPUQMLMLJIHFFBB47CA
北區,房地(土地+建物)+車位,台中市北區大雅路331~360號,87.92,住,,,1011019,土地2建物3車位9,十八層,二十層,辦公商業大樓,商業用,鋼筋混凝土造,0800204,1375.22,0,0,0,無,有,37440000,27225,坡道平面,148.41,0,18樓之2：無隔間商辦、底二層：車位及避難室,RPRQMLNLJIHFFBB27CA
西屯區,房地(土地+建物),台中市西屯區美滿東1巷1~30號,67.0,住,,,1011017,土地2建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土加強磚造,0690729,107.23,2,2,2,有,無,8700000,81134,,0.0,0,,RPROMLMJJIHFFCB86CA
西屯區,房地(土地+建物),台中市西屯區黎明路三段301~330號,7.63,商,,,1011022,土地1建物1車位0,四層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840220,57.08,1,1,1,有,有,2030000,35566,,0.0,0,,RPUOMLMJJIHFFCB17CA
西屯區,房地(土地+建物)+車位,台中市西屯區大墩路931~960號,6.15,住,,,1011008,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910201,81.53999999999999,1,1,1,有,有,4150000,50897,坡道機械,0.0,0,,RPRQMLMJJIHFFCB07CA
南屯區,房地(土地+建物),台中市南屯區文心南六路171巷1~30號,90.98,商,,,1010918,土地1建物1車位0,全,九層,透天厝,住商用,鋼筋混凝土造,0840126,301.7,5,2,4,有,無,11100000,36792,,0.0,0,,RPTQMLMJJIHFFCB27CA
西屯區,房地(土地+建物)+車位,台中市西屯區弘孝路151~180號,8.18,住,,,1011008,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990201,102.02000000000001,1,1,1,有,有,6160000,60381,坡道平面,0.0,0,,RPWQMLMJJIHFFCB57CA
西屯區,房地(土地+建物),台中市西屯區西屯路二段282巷31~60號,11.81,住,,,1011014,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780104,58.21,7,0,7,有,無,4320000,74220,,0.0,0,,RPWPMLNJJIHFFCB57CA
南屯區,土地,春社段511~540地號,903.04,農,,,1010820,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13112141,14520,,0.0,0,,RPXOMLPJJIHFFCB77CA
西屯區,房地(土地+建物)+車位,台中市西屯區何安里何厝街37巷1~30號,20.12,商,,,1010801,土地2建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010710,155.31,3,1,2,有,有,8500000,54730,坡道平面,0.0,0,,RPUVMLPJJIHFFCB18CA
西屯區,房地(土地+建物),台中市西屯區福星路301~330號,23.77,住,,,1011002,土地1建物1車位0,六層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0770812,123.57,7,0,7,有,無,7800000,63120,,0.0,0,,RPVNMLRJJIHFFCB67CA
西屯區,房地(土地+建物)+車位,台中市西屯區大祥街121~150號,25.35,商,,,1010927,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871130,173.78,3,2,2,有,有,7800000,44884,坡道平面,0.0,0,,RPQOMLRJJIHFFCB27CA
西屯區,房地(土地+建物)+車位,台中市西屯區青海路二段151~180號,10.28,住,,,1010928,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830127,105.27,4,2,1,有,有,5530000,52531,坡道機械,0.0,0,,RPWOMLRJJIHFFCB87CA
西屯區,土地,下石碑段1711~1740地號,204.81,其他,,,1011016,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7338178,35829,,0.0,0,,RPRPMLMKJIHFFCB07CA
西屯區,土地,上石碑段871~900地號,130.25,其他,,,1011008,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7092000,54449,,0.0,0,本標的皆為文高用地,RPWPMLMKJIHFFCB57CA
西屯區,房地(土地+建物),台中市西屯區台中港路二段61~90號,6.93,住,,,1010830,土地1建物1車位0,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950816,109.92999999999999,2,2,2,有,有,7450000,67768,,0.0,0,,RPTNMLNKJIHFFCB17CA
西屯區,房地(土地+建物),台中市西屯區漢口路二段31~60號,28.3,住,,,1011017,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710707,101.14,3,2,2,有,無,3800000,37572,,0.0,0,,RPVOMLNKJIHFFCB47CA
西屯區,土地,西屯段721~750地號,215.6,其他,,,1011009,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7824674,36293,,0.0,0,,RPWOMLNKJIHFFCB57CA
西屯區,房地(土地+建物)+車位,台中市西屯區文心路三段1~30號,10.18,商,,,1010915,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,125.06,3,2,1,有,有,7300000,58370,坡道機械,18.99,0,,RPXPMLOKJIHFFCB87CA
西屯區,房地(土地+建物)+車位,台中市西屯區市政北一路31~60號,37.8,住,,,1011001,土地1建物1車位2,七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981203,451.26,4,2,3,有,有,38250000,84762,坡道平面,0.0,0,,RPPQMLPKJIHFFCB27CA
西屯區,房地(土地+建物)+車位,台中市西屯區惠來里市政北二路1~30號,26.76,其他,,,1010927,土地1建物1車位2,五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981019,355.69,3,2,3,有,有,37470000,105345,坡道平面,70.0,0,,RPRQMLPKJIHFFCB47CA
西屯區,房地(土地+建物)+車位,台中市西屯區惠來里市政北二路1~30號,25.71,其他,,,1010927,土地1建物1車位2,十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981019,341.69,0,0,0,無,有,35710000,104509,坡道平面,56.0,0,,SPRQMLPKJIHFFCB57CA
南屯區,房地(土地+建物),台中市南屯區河南路四段331~360號,4.51,住,,,1010922,土地1建物1車位0,三層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941220,31.32,1,0,1,有,有,1670000,53320,,0.0,0,,RPQNMLRKJIHFFCB27CA
西屯區,房地(土地+建物)+車位,台中市西屯區西屯路三段151~180號,16.28,住,,,1011009,土地2建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801003,149.33,3,2,2,有,有,5900000,39510,坡道機械,0.0,0,,RPOSMLTKJIHFFCB77CA
西屯區,房地(土地+建物),台中市西屯區大祥街1~30號,10.92,住,,,1010929,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0860118,148.99,3,2,2,有,有,7380000,49533,,0.0,0,,RPQSMLTKJIHFFCB97CA
南屯區,房地(土地+建物)+車位,台中市南屯區大墩二街1~30號,18.09,住,,,1011007,土地1建物2車位2,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830328,201.83,3,2,2,有,有,8740000,43304,坡道平面,0.0,0,,RPOQMLKLJIHFFCB76CA
豐原區,房地(土地+建物),台中市豐原區直興街181~210號,10.8,住,,,1011012,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850905,68.31,2,2,1,有,有,1550000,22690,,0.0,0,,RPQNMLMJJIHFFAL47CA
神岡區,房地(土地+建物),台中市神岡區和睦路一段61巷41弄1~30號,90.0,住,,,1011011,土地2建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0680112,106.05,3,2,2,有,無,1435400,13535,,0.0,0,父子間買賣。,RPRNMLMJJIHFFAL57CA
豐原區,土地,復興段211~240地號,290.82,其他,山坡地保育區,丙種建築用地,1011022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5454329,18755,,0.0,0,,RPTNMLMJJIHFFAL77CA
豐原區,房地(土地+建物),台中市豐原區南陽路301巷30弄1~30號,64.45,住,,,1011022,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0960214,163.69,3,2,3,有,無,6600000,40320,,0.0,0,,RPUNMLMJJIHFFAL87CA
豐原區,土地,復興段241~270地號,135.92,其他,山坡地保育區,丙種建築用地,1011022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2549180,18755,,0.0,0,,RPVNMLMJJIHFFAL97CA
豐原區,房地(土地+建物),台中市豐原區富陽路121巷1~30號,757.12,其他,,,1011016,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0920822,197.09,4,4,3,有,無,15600000,79152,,0.0,0,,RPSNMLNJJIHFFAL77CA
豐原區,房地(土地+建物)+車位,台中市豐原區圓環東路361~390號,7.15,住,,,1011023,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901018,67.72,2,2,1,有,有,2200000,32487,坡道機械,0.0,0,,RPWOMLPJJIHFFAL48CA
豐原區,房地(土地+建物)+車位,台中市豐原區北陽里向陽路301~330號,28.87,住,,,1011018,土地1建物1車位1,十一層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0881216,202.11,5,1,2,有,有,7680000,37999,坡道平面,0.0,0,,RPQNMLRJJIHFFAL97CA
后里區,房地(土地+建物),台中市后里區富春路181~210號,115.17,住,,,1011002,土地1建物1車位0,全,一層,透天厝,住家用,磚造,0630130,44.8,3,1,1,有,無,1500000,33482,,0.0,0,母子間自用住宅買賣,RPSNMLRJJIHFFAL18CA
豐原區,房地(土地+建物),台中市豐原區圓環東路601~630號,81.0,商,,,1011002,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0780515,382.16,4,3,3,有,無,13800000,36111,,0.0,0,,RPOOMLTKJIHFFAL18CA
大甲區,房地(土地+建物),台中市大甲區青三路八巷1~30號,83.0,住,工業區,丁種建築用地,1011022,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0671123,104.21,3,2,4,有,無,3000000,28788,,0.0,0,,RPRNMLSJJIHFFBL28CA
大甲區,土地,幼獅段691~720地號,108.0,住,工業區,丁種建築用地,1011025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4639140,42955,,0.0,0,,RPQNMLQKJIHFFBL08CA
大安區,土地,安農段571~600地號,3055.0,農,特定農業區,農牧用地,1011009,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8317237,2722,,0.0,0,,RPSNMLRLJIHFFBL48CA
龍井區,房地(土地+建物),台中市龍井區中央路一段3巷181~210號,22.77,住,,,1010920,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841230,120.95,3,2,2,有,有,1762000,14568,,0.0,0,,RPSOMLMJJIHFFCL97CA
